Demand_Month,Region,Material_ID,Material_Name,Category,UOM,Historical_Usage_Qty,Open_Project_Demand_Qty,Seasonality_Index,Trend_Index,Forecast_Need_Qty,Safety_Stock_Qty,Total_Required_Qty,Available_Qty,Projected_Shortage_Qty,Projected_Shortage_Cost_$,Current_Unit_Cost_$,Forecast_Scenario
2023-09-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,272,20,1.0,1.22,356,71,427,513,0,0,2470,Base
2023-10-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,195,39,0.92,1.232,265,53,318,306,12,29640,2470,Base
2023-11-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,212,70,0.87,1.245,305,61,366,521,0,0,2470,Base
2023-12-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,216,49,0.85,1.257,283,57,340,343,0,0,2470,Base
2024-01-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,169,37,0.87,1.27,228,46,274,283,0,0,2470,Base
2024-02-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,187,15,0.92,1.282,238,48,286,249,37,91390,2470,Base
2024-03-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,220,56,1.0,1.295,357,71,428,467,0,0,2470,Base
2024-04-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,272,32,1.08,1.308,430,86,516,739,0,0,2470,Base
2024-05-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,260,36,1.13,1.321,442,88,530,522,8,19760,2470,Base
2024-06-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,297,132,1.15,1.335,658,132,790,1031,0,0,2470,Base
2024-07-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,306,54,1.13,1.348,548,110,658,603,55,135850,2470,Base
2024-08-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,281,117,1.08,1.361,585,117,702,686,16,39520,2470,Base
2024-09-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,283,71,1.0,1.375,487,97,584,596,0,0,2470,Base
2024-10-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,239,27,0.92,1.389,340,68,408,385,23,56810,2470,Base
2024-11-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,234,42,0.87,1.403,337,67,404,558,0,0,2470,Base
2024-12-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,227,26,0.85,1.417,305,61,366,334,32,79040,2470,Base
2025-01-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,224,27,0.87,1.431,312,62,374,417,0,0,2470,Base
2025-02-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,243,70,0.92,1.445,416,83,499,675,0,0,2470,Base
2025-03-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,277,29,1.0,1.46,447,89,536,463,73,180310,2470,Base
2025-04-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,252,64,1.08,1.474,503,101,604,874,0,0,2470,Base
2025-05-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,282,114,1.13,1.489,666,133,799,1088,0,0,2470,Base
2025-06-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,273,48,1.15,1.504,555,111,666,881,0,0,2470,Base
2025-07-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,304,125,1.13,1.519,736,147,883,898,0,0,2470,Base
2025-08-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,248,97,1.08,1.534,572,114,686,865,0,0,2470,Base
2025-09-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,266,74,1.0,1.549,527,105,632,787,0,0,2470,Base
2025-10-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,243,38,0.92,1.565,405,81,486,589,0,0,2470,Base
2025-11-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,243,74,0.87,1.58,436,87,523,547,0,0,2470,Base
2025-12-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,181,13,0.85,1.596,263,53,316,365,0,0,2470,Base
2026-01-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,223,83,0.87,1.612,429,86,515,500,15,37050,2470,Base
2026-02-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,240,65,0.92,1.628,457,91,548,643,0,0,2470,Base
2026-03-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,277,117,1.0,1.645,648,130,778,841,0,0,2470,Base
2026-04-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,297,52,1.08,1.661,626,125,751,1063,0,0,2470,Base
2026-05-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,275,50,1.13,1.678,616,123,739,779,0,0,2470,Base
2026-06-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,280,39,1.15,1.694,622,124,746,1030,0,0,2470,Base
2026-07-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,231,21,1.13,1.711,487,97,584,550,34,83980,2470,Base
2026-08-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,303,19,1.08,1.729,601,120,721,658,63,155610,2470,Base
2026-09-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,213,55,1.0,1.746,468,94,562,621,0,0,2470,Base
2026-10-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,237,94,0.92,1.763,537,107,644,872,0,0,2470,Base
2026-11-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,230,40,0.87,1.781,418,84,502,533,0,0,2470,Base
2026-12-01,West,MAT-01001,Composite Utility Pole — Type 01,Structures,Each,196,38,0.85,1.799,358,72,430,528,0,0,2470,Base
2022-01-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,40,17,0.87,1.0,50,10,60,57,3,1437,479,Base
2022-02-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,42,17,0.92,1.01,55,11,66,77,0,0,479,Base
2022-03-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,60,17,1.0,1.02,79,16,95,134,0,0,479,Base
2022-04-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,57,21,1.08,1.03,87,17,104,148,0,0,479,Base
2022-05-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,50,14,1.13,1.041,75,15,90,99,0,0,479,Base
2022-06-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,66,12,1.15,1.051,94,19,113,118,0,0,479,Base
2022-07-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,53,6,1.13,1.062,71,14,85,123,0,0,479,Base
2022-08-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,65,19,1.08,1.072,97,19,116,130,0,0,479,Base
2022-09-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,48,16,1.0,1.083,69,14,83,78,5,2395,479,Base
2022-10-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,42,2,0.92,1.094,44,9,53,48,5,2395,479,Base
2022-11-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,38,11,0.87,1.105,47,9,56,64,0,0,479,Base
2022-12-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,45,19,0.85,1.116,61,12,73,68,5,2395,479,Base
2023-01-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,45,8,0.87,1.127,52,10,62,74,0,0,479,Base
2023-02-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,53,8,0.92,1.138,64,13,77,107,0,0,479,Base
2023-03-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,52,16,1.0,1.149,78,16,94,87,7,3353,479,Base
2023-04-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,53,8,1.08,1.161,76,15,91,126,0,0,479,Base
2023-05-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,54,12,1.13,1.173,87,17,104,114,0,0,479,Base
2023-06-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,55,11,1.15,1.184,90,18,108,112,0,0,479,Base
2023-07-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,69,4,1.13,1.196,99,20,119,128,0,0,479,Base
2023-08-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,49,4,1.08,1.208,69,14,83,76,7,3353,479,Base
2023-09-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,63,16,1.0,1.22,96,19,115,137,0,0,479,Base
2023-10-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,45,7,0.92,1.232,59,12,71,86,0,0,479,Base
2023-11-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,38,9,0.87,1.245,51,10,61,68,0,0,479,Base
2023-12-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,40,13,0.85,1.257,57,11,68,62,6,2874,479,Base
2024-01-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,38,10,0.87,1.27,53,11,64,79,0,0,479,Base
2024-02-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,54,17,0.92,1.282,84,17,101,145,0,0,479,Base
2024-03-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,53,20,1.0,1.295,95,19,114,128,0,0,479,Base
2024-04-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,53,7,1.08,1.308,85,17,102,113,0,0,479,Base
2024-05-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,63,25,1.13,1.321,131,26,157,205,0,0,479,Base
2024-06-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,63,22,1.15,1.335,130,26,156,164,0,0,479,Base
2024-07-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,70,30,1.13,1.348,152,30,182,212,0,0,479,Base
2024-08-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,67,30,1.08,1.361,143,29,172,181,0,0,479,Base
2024-09-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,56,16,1.0,1.375,99,20,119,122,0,0,479,Base
2024-10-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,54,21,0.92,1.389,96,19,115,138,0,0,479,Base
2024-11-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,51,19,0.87,1.403,85,17,102,99,3,1437,479,Base
2024-12-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,44,19,0.85,1.417,76,15,91,82,9,4311,479,Base
2025-01-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,49,14,0.87,1.431,78,16,94,131,0,0,479,Base
2025-02-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,40,7,0.92,1.445,62,12,74,65,9,4311,479,Base
2025-03-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,58,24,1.0,1.46,120,24,144,161,0,0,479,Base
2025-04-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,67,10,1.08,1.474,123,25,148,150,0,0,479,Base
2025-05-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,49,7,1.13,1.489,94,19,113,118,0,0,479,Base
2025-06-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,68,10,1.15,1.504,135,27,162,183,0,0,479,Base
2025-07-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,69,9,1.13,1.519,134,27,161,172,0,0,479,Base
2025-08-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,50,12,1.08,1.534,103,21,124,121,3,1437,479,Base
2025-09-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,53,21,1.0,1.549,115,23,138,136,2,958,479,Base
2025-10-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,56,4,0.92,1.565,86,17,103,117,0,0,479,Base
2025-11-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,54,20,0.87,1.58,102,20,122,120,2,958,479,Base
2025-12-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,38,15,0.85,1.596,72,14,86,92,0,0,479,Base
2026-01-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,43,13,0.87,1.612,79,16,95,127,0,0,479,Base
2026-02-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,52,21,0.92,1.628,109,22,131,188,0,0,479,Base
2026-03-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,47,16,1.0,1.645,104,21,125,178,0,0,479,Base
2026-04-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,53,14,1.08,1.661,120,24,144,175,0,0,479,Base
2026-05-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,48,13,1.13,1.678,116,23,139,160,0,0,479,Base
2026-06-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,52,4,1.15,1.694,109,22,131,139,0,0,479,Base
2026-07-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,61,5,1.13,1.711,128,26,154,168,0,0,479,Base
2026-08-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,60,9,1.08,1.729,129,26,155,143,12,5748,479,Base
2026-09-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,56,7,1.0,1.746,110,22,132,141,0,0,479,Base
2026-10-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,54,6,0.92,1.763,97,19,116,107,9,4311,479,Base
2026-11-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,44,7,0.87,1.781,79,16,95,132,0,0,479,Base
2026-12-01,North,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,41,9,0.85,1.799,76,15,91,86,5,2395,479,Base
2022-01-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,35,3,0.87,1.0,33,7,40,43,0,0,479,Base
2022-02-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,40,5,0.92,1.01,42,8,50,47,3,1437,479,Base
2022-03-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,46,10,1.0,1.02,57,11,68,95,0,0,479,Base
2022-04-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,47,4,1.08,1.03,57,11,68,86,0,0,479,Base
2022-05-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,45,9,1.13,1.041,63,13,76,103,0,0,479,Base
2022-06-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,49,4,1.15,1.051,64,13,77,92,0,0,479,Base
2022-07-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,60,4,1.13,1.062,77,15,92,97,0,0,479,Base
2022-08-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,56,10,1.08,1.072,76,15,91,117,0,0,479,Base
2022-09-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,58,11,1.0,1.083,75,15,90,130,0,0,479,Base
2022-10-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,51,5,0.92,1.094,56,11,67,89,0,0,479,Base
2022-11-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,44,18,0.87,1.105,60,12,72,74,0,0,479,Base
2022-12-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,36,14,0.85,1.116,47,9,56,65,0,0,479,Base
2023-01-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,44,4,0.87,1.127,47,9,56,75,0,0,479,Base
2023-02-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,38,12,0.92,1.138,52,10,62,63,0,0,479,Base
2023-03-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,48,3,1.0,1.149,59,12,71,102,0,0,479,Base
2023-04-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,51,7,1.08,1.161,73,15,88,94,0,0,479,Base
2023-05-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,54,21,1.13,1.173,99,20,119,168,0,0,479,Base
2023-06-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,52,22,1.15,1.184,101,20,121,143,0,0,479,Base
2023-07-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,60,13,1.13,1.196,99,20,119,121,0,0,479,Base
2023-08-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,61,9,1.08,1.208,91,18,109,129,0,0,479,Base
2023-09-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,55,11,1.0,1.22,81,16,97,105,0,0,479,Base
2023-10-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,48,15,0.92,1.232,71,14,85,98,0,0,479,Base
2023-11-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,44,6,0.87,1.245,54,11,65,75,0,0,479,Base
2023-12-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,34,3,0.85,1.257,40,8,48,41,7,3353,479,Base
2024-01-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,47,3,0.87,1.27,55,11,66,81,0,0,479,Base
2024-02-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,47,4,0.92,1.282,60,12,72,63,9,4311,479,Base
2024-03-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,45,6,1.0,1.295,66,13,79,104,0,0,479,Base
2024-04-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,50,19,1.08,1.308,97,19,116,107,9,4311,479,Base
2024-05-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,66,15,1.13,1.321,121,24,145,127,18,8622,479,Base
2024-06-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,60,9,1.15,1.335,106,21,127,182,0,0,479,Base
2024-07-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,56,21,1.13,1.348,117,23,140,160,0,0,479,Base
2024-08-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,56,8,1.08,1.361,94,19,113,122,0,0,479,Base
2024-09-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,48,5,1.0,1.375,73,15,88,80,8,3832,479,Base
2024-10-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,45,16,0.92,1.389,78,16,94,93,1,479,479,Base
2024-11-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,40,13,0.87,1.403,65,13,78,110,0,0,479,Base
2024-12-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,41,6,0.85,1.417,57,11,68,88,0,0,479,Base
2025-01-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,46,20,0.87,1.431,82,16,98,141,0,0,479,Base
2025-02-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,37,12,0.92,1.445,65,13,78,83,0,0,479,Base
2025-03-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,56,20,1.0,1.46,111,22,133,170,0,0,479,Base
2025-04-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,49,20,1.08,1.474,110,22,132,133,0,0,479,Base
2025-05-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,60,24,1.13,1.489,141,28,169,173,0,0,479,Base
2025-06-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,60,6,1.15,1.504,114,23,137,154,0,0,479,Base
2025-07-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,60,17,1.13,1.519,132,26,158,201,0,0,479,Base
2025-08-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,56,11,1.08,1.534,111,22,133,192,0,0,479,Base
2025-09-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,59,23,1.0,1.549,127,25,152,150,2,958,479,Base
2025-10-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,46,3,0.92,1.565,71,14,85,107,0,0,479,Base
2025-11-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,47,3,0.87,1.58,69,14,83,71,12,5748,479,Base
2025-12-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,46,20,0.85,1.596,90,18,108,107,1,479,479,Base
2026-01-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,39,5,0.87,1.612,62,12,74,93,0,0,479,Base
2026-02-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,42,10,0.92,1.628,78,16,94,86,8,3832,479,Base
2026-03-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,48,15,1.0,1.645,104,21,125,152,0,0,479,Base
2026-04-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,49,10,1.08,1.661,106,21,127,171,0,0,479,Base
2026-05-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,53,15,1.13,1.678,129,26,155,218,0,0,479,Base
2026-06-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,55,24,1.15,1.694,154,31,185,168,17,8143,479,Base
2026-07-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,58,9,1.13,1.711,130,26,156,182,0,0,479,Base
2026-08-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,48,12,1.08,1.729,112,22,134,187,0,0,479,Base
2026-09-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,56,9,1.0,1.746,113,23,136,138,0,0,479,Base
2026-10-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,45,10,0.92,1.763,89,18,107,102,5,2395,479,Base
2026-11-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,47,17,0.87,1.781,99,20,119,144,0,0,479,Base
2026-12-01,South,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,35,8,0.85,1.799,66,13,79,102,0,0,479,Base
2022-01-01,East,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,55,12,0.87,1.0,58,12,70,94,0,0,479,Base
2022-02-01,East,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,47,17,0.92,1.01,59,12,71,96,0,0,479,Base
2022-03-01,East,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,68,28,1.0,1.02,98,20,118,151,0,0,479,Base
2022-04-01,East,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,64,16,1.08,1.03,89,18,107,110,0,0,479,Base
2022-05-01,East,MAT-01002,Crossarm Assembly — Type 01,Structures,Each,85,36,1.13,1.041,142,28,170,235,0,0,479,Base
