Material_ID,Material_Name,Material_Archetype,Category,UOM,Current_Unit_Cost_$,Criticality
MAT-02217,Pad-Mount Transformer 500 kVA — Type 102,Pad-Mount Transformer 500 kVA,Transformers,Each,25861,Critical
MAT-02218,Pole-Mount Transformer 50 kVA — Type 102,Pole-Mount Transformer 50 kVA,Transformers,Each,6360,Medium
MAT-02219,Recloser Control Package — Type 102,Recloser Control Package,Protection,Each,18396,Medium
MAT-02220,Switchgear Cabinet — Type 102,Switchgear Cabinet,Protection,Each,23609,High
MAT-02221,Smart Meter — Type 102,Smart Meter,Metering,Each,178,Critical
MAT-02222,Communication Gateway — Type 102,Communication Gateway,Communications,Each,1157,Low
MAT-02223,Grounding Kit — Type 102,Grounding Kit,Accessories,Kit,136,High
MAT-02224,Connector Set — Type 102,Connector Set,Accessories,Kit,63,Medium
MAT-02225,Composite Utility Pole — Type 103,Composite Utility Pole,Structures,Each,2299,Medium
MAT-02226,Crossarm Assembly — Type 103,Crossarm Assembly,Structures,Each,515,Low
MAT-02227,15 kV Cable — Type 103,15 kV Cable,Conductor,Foot,12,Low
MAT-02228,35 kV Cable — Type 103,35 kV Cable,Conductor,Foot,31,Low
MAT-02229,Pad-Mount Transformer 500 kVA — Type 103,Pad-Mount Transformer 500 kVA,Transformers,Each,21514,High
MAT-02230,Pole-Mount Transformer 50 kVA — Type 103,Pole-Mount Transformer 50 kVA,Transformers,Each,7148,Medium
MAT-02231,Recloser Control Package — Type 103,Recloser Control Package,Protection,Each,17938,Medium
MAT-02232,Switchgear Cabinet — Type 103,Switchgear Cabinet,Protection,Each,20901,High
MAT-02233,Smart Meter — Type 103,Smart Meter,Metering,Each,134,Medium
MAT-02234,Communication Gateway — Type 103,Communication Gateway,Communications,Each,1156,Low
MAT-02235,Grounding Kit — Type 103,Grounding Kit,Accessories,Kit,126,Critical
MAT-02236,Connector Set — Type 103,Connector Set,Accessories,Kit,73,High
MAT-02237,Composite Utility Pole — Type 104,Composite Utility Pole,Structures,Each,2567,Medium
MAT-02238,Crossarm Assembly — Type 104,Crossarm Assembly,Structures,Each,531,Medium
MAT-02239,15 kV Cable — Type 104,15 kV Cable,Conductor,Foot,10,Low
MAT-02240,35 kV Cable — Type 104,35 kV Cable,Conductor,Foot,25,Low
MAT-02241,Pad-Mount Transformer 500 kVA — Type 104,Pad-Mount Transformer 500 kVA,Transformers,Each,32720,High
MAT-02242,Pole-Mount Transformer 50 kVA — Type 104,Pole-Mount Transformer 50 kVA,Transformers,Each,7254,Medium
MAT-02243,Recloser Control Package — Type 104,Recloser Control Package,Protection,Each,16399,Critical
MAT-02244,Switchgear Cabinet — Type 104,Switchgear Cabinet,Protection,Each,17212,High
MAT-02245,Smart Meter — Type 104,Smart Meter,Metering,Each,139,High
MAT-02246,Communication Gateway — Type 104,Communication Gateway,Communications,Each,1100,Medium
MAT-02247,Grounding Kit — Type 104,Grounding Kit,Accessories,Kit,144,Critical
MAT-02248,Connector Set — Type 104,Connector Set,Accessories,Kit,64,Critical
MAT-02249,Composite Utility Pole — Type 105,Composite Utility Pole,Structures,Each,1879,Critical
MAT-02250,Crossarm Assembly — Type 105,Crossarm Assembly,Structures,Each,432,Low
MAT-02251,15 kV Cable — Type 105,15 kV Cable,Conductor,Foot,11,Low
MAT-02252,35 kV Cable — Type 105,35 kV Cable,Conductor,Foot,31,Low
MAT-02253,Pad-Mount Transformer 500 kVA — Type 105,Pad-Mount Transformer 500 kVA,Transformers,Each,26424,Critical
MAT-02254,Pole-Mount Transformer 50 kVA — Type 105,Pole-Mount Transformer 50 kVA,Transformers,Each,5207,Low
MAT-02255,Recloser Control Package — Type 105,Recloser Control Package,Protection,Each,16966,High
MAT-02256,Switchgear Cabinet — Type 105,Switchgear Cabinet,Protection,Each,22370,Medium
MAT-02257,Smart Meter — Type 105,Smart Meter,Metering,Each,139,High
MAT-02258,Communication Gateway — Type 105,Communication Gateway,Communications,Each,832,Medium
MAT-02259,Grounding Kit — Type 105,Grounding Kit,Accessories,Kit,145,High
MAT-02260,Connector Set — Type 105,Connector Set,Accessories,Kit,83,Critical
MAT-02261,Composite Utility Pole — Type 106,Composite Utility Pole,Structures,Each,1723,Medium
MAT-02262,Crossarm Assembly — Type 106,Crossarm Assembly,Structures,Each,368,Low
MAT-02263,15 kV Cable — Type 106,15 kV Cable,Conductor,Foot,12,Medium
MAT-02264,35 kV Cable — Type 106,35 kV Cable,Conductor,Foot,34,Low
MAT-02265,Pad-Mount Transformer 500 kVA — Type 106,Pad-Mount Transformer 500 kVA,Transformers,Each,33067,Critical
MAT-02266,Pole-Mount Transformer 50 kVA — Type 106,Pole-Mount Transformer 50 kVA,Transformers,Each,7123,Low
MAT-02267,Recloser Control Package — Type 106,Recloser Control Package,Protection,Each,16497,Medium
MAT-02268,Switchgear Cabinet — Type 106,Switchgear Cabinet,Protection,Each,16250,Medium
MAT-02269,Smart Meter — Type 106,Smart Meter,Metering,Each,185,Medium
MAT-02270,Communication Gateway — Type 106,Communication Gateway,Communications,Each,1247,Medium
MAT-02271,Grounding Kit — Type 106,Grounding Kit,Accessories,Kit,109,Critical
MAT-02272,Connector Set — Type 106,Connector Set,Accessories,Kit,56,High
MAT-02273,Composite Utility Pole — Type 107,Composite Utility Pole,Structures,Each,2627,Critical
MAT-02274,Crossarm Assembly — Type 107,Crossarm Assembly,Structures,Each,378,Low
MAT-02275,15 kV Cable — Type 107,15 kV Cable,Conductor,Foot,10,Low
MAT-02276,35 kV Cable — Type 107,35 kV Cable,Conductor,Foot,24,Medium
MAT-02277,Pad-Mount Transformer 500 kVA — Type 107,Pad-Mount Transformer 500 kVA,Transformers,Each,23653,High
MAT-02278,Pole-Mount Transformer 50 kVA — Type 107,Pole-Mount Transformer 50 kVA,Transformers,Each,7080,Low
MAT-02279,Recloser Control Package — Type 107,Recloser Control Package,Protection,Each,14478,High
MAT-02280,Switchgear Cabinet — Type 107,Switchgear Cabinet,Protection,Each,16929,Medium
MAT-02281,Smart Meter — Type 107,Smart Meter,Metering,Each,170,Critical
MAT-02282,Communication Gateway — Type 107,Communication Gateway,Communications,Each,1096,Medium
MAT-02283,Grounding Kit — Type 107,Grounding Kit,Accessories,Kit,132,High
MAT-02284,Connector Set — Type 107,Connector Set,Accessories,Kit,59,Medium
MAT-02285,Composite Utility Pole — Type 108,Composite Utility Pole,Structures,Each,2062,Critical
MAT-02286,Crossarm Assembly — Type 108,Crossarm Assembly,Structures,Each,458,Medium
MAT-02287,15 kV Cable — Type 108,15 kV Cable,Conductor,Foot,14,Low
MAT-02288,35 kV Cable — Type 108,35 kV Cable,Conductor,Foot,26,Low
MAT-02289,Pad-Mount Transformer 500 kVA — Type 108,Pad-Mount Transformer 500 kVA,Transformers,Each,24600,High
MAT-02290,Pole-Mount Transformer 50 kVA — Type 108,Pole-Mount Transformer 50 kVA,Transformers,Each,7068,Medium
MAT-02291,Recloser Control Package — Type 108,Recloser Control Package,Protection,Each,17278,High
MAT-02292,Switchgear Cabinet — Type 108,Switchgear Cabinet,Protection,Each,21244,Medium
MAT-02293,Smart Meter — Type 108,Smart Meter,Metering,Each,148,Medium
MAT-02294,Communication Gateway — Type 108,Communication Gateway,Communications,Each,849,Low
MAT-02295,Grounding Kit — Type 108,Grounding Kit,Accessories,Kit,115,High
MAT-02296,Connector Set — Type 108,Connector Set,Accessories,Kit,67,Medium
MAT-02297,Composite Utility Pole — Type 109,Composite Utility Pole,Structures,Each,2590,Critical
MAT-02298,Crossarm Assembly — Type 109,Crossarm Assembly,Structures,Each,402,Medium
MAT-02299,15 kV Cable — Type 109,15 kV Cable,Conductor,Foot,13,Low
MAT-02300,35 kV Cable — Type 109,35 kV Cable,Conductor,Foot,33,Medium
MAT-02301,Pad-Mount Transformer 500 kVA — Type 109,Pad-Mount Transformer 500 kVA,Transformers,Each,32937,Critical
MAT-02302,Pole-Mount Transformer 50 kVA — Type 109,Pole-Mount Transformer 50 kVA,Transformers,Each,6479,Low
MAT-02303,Recloser Control Package — Type 109,Recloser Control Package,Protection,Each,17253,Critical
MAT-02304,Switchgear Cabinet — Type 109,Switchgear Cabinet,Protection,Each,20521,Medium
MAT-02305,Smart Meter — Type 109,Smart Meter,Metering,Each,124,Medium
MAT-02306,Communication Gateway — Type 109,Communication Gateway,Communications,Each,1019,Low
MAT-02307,Grounding Kit — Type 109,Grounding Kit,Accessories,Kit,120,Critical
MAT-02308,Connector Set — Type 109,Connector Set,Accessories,Kit,86,Critical
MAT-02309,Composite Utility Pole — Type 110,Composite Utility Pole,Structures,Each,2649,Medium
MAT-02310,Crossarm Assembly — Type 110,Crossarm Assembly,Structures,Each,482,Low
MAT-02311,15 kV Cable — Type 110,15 kV Cable,Conductor,Foot,14,Low
MAT-02312,35 kV Cable — Type 110,35 kV Cable,Conductor,Foot,26,Low
MAT-02313,Pad-Mount Transformer 500 kVA — Type 110,Pad-Mount Transformer 500 kVA,Transformers,Each,29269,High
MAT-02314,Pole-Mount Transformer 50 kVA — Type 110,Pole-Mount Transformer 50 kVA,Transformers,Each,5353,Low
MAT-02315,Recloser Control Package — Type 110,Recloser Control Package,Protection,Each,16150,Medium
MAT-02316,Switchgear Cabinet — Type 110,Switchgear Cabinet,Protection,Each,16368,High
MAT-02317,Smart Meter — Type 110,Smart Meter,Metering,Each,142,Critical
MAT-02318,Communication Gateway — Type 110,Communication Gateway,Communications,Each,1025,Low
MAT-02319,Grounding Kit — Type 110,Grounding Kit,Accessories,Kit,164,Critical
MAT-02320,Connector Set — Type 110,Connector Set,Accessories,Kit,71,High
MAT-02321,Composite Utility Pole — Type 111,Composite Utility Pole,Structures,Each,2632,High
MAT-02322,Crossarm Assembly — Type 111,Crossarm Assembly,Structures,Each,537,Low
MAT-02323,15 kV Cable — Type 111,15 kV Cable,Conductor,Foot,10,Low
MAT-02324,35 kV Cable — Type 111,35 kV Cable,Conductor,Foot,30,Low
MAT-02325,Pad-Mount Transformer 500 kVA — Type 111,Pad-Mount Transformer 500 kVA,Transformers,Each,32483,Critical
MAT-02326,Pole-Mount Transformer 50 kVA — Type 111,Pole-Mount Transformer 50 kVA,Transformers,Each,6843,Low
MAT-02327,Recloser Control Package — Type 111,Recloser Control Package,Protection,Each,12317,Critical
MAT-02328,Switchgear Cabinet — Type 111,Switchgear Cabinet,Protection,Each,16328,Medium
MAT-02329,Smart Meter — Type 111,Smart Meter,Metering,Each,120,Critical
MAT-02330,Communication Gateway — Type 111,Communication Gateway,Communications,Each,1165,Medium
MAT-02331,Grounding Kit — Type 111,Grounding Kit,Accessories,Kit,157,High
MAT-02332,Connector Set — Type 111,Connector Set,Accessories,Kit,72,Critical
MAT-02333,Composite Utility Pole — Type 112,Composite Utility Pole,Structures,Each,2634,Critical
MAT-02334,Crossarm Assembly — Type 112,Crossarm Assembly,Structures,Each,391,Low
MAT-02335,15 kV Cable — Type 112,15 kV Cable,Conductor,Foot,12,Low
MAT-02336,35 kV Cable — Type 112,35 kV Cable,Conductor,Foot,26,Medium
MAT-02337,Pad-Mount Transformer 500 kVA — Type 112,Pad-Mount Transformer 500 kVA,Transformers,Each,25388,Critical
MAT-02338,Pole-Mount Transformer 50 kVA — Type 112,Pole-Mount Transformer 50 kVA,Transformers,Each,5379,Low
MAT-02339,Recloser Control Package — Type 112,Recloser Control Package,Protection,Each,16371,Medium
MAT-02340,Switchgear Cabinet — Type 112,Switchgear Cabinet,Protection,Each,22343,High
MAT-02341,Smart Meter — Type 112,Smart Meter,Metering,Each,121,Critical
MAT-02342,Communication Gateway — Type 112,Communication Gateway,Communications,Each,952,Low
MAT-02343,Grounding Kit — Type 112,Grounding Kit,Accessories,Kit,128,Critical
MAT-02344,Connector Set — Type 112,Connector Set,Accessories,Kit,77,High
MAT-02345,Composite Utility Pole — Type 113,Composite Utility Pole,Structures,Each,2029,Medium
MAT-02346,Crossarm Assembly — Type 113,Crossarm Assembly,Structures,Each,460,Low
MAT-02347,15 kV Cable — Type 113,15 kV Cable,Conductor,Foot,12,Low
MAT-02348,35 kV Cable — Type 113,35 kV Cable,Conductor,Foot,24,Low
MAT-02349,Pad-Mount Transformer 500 kVA — Type 113,Pad-Mount Transformer 500 kVA,Transformers,Each,31997,Critical
MAT-02350,Pole-Mount Transformer 50 kVA — Type 113,Pole-Mount Transformer 50 kVA,Transformers,Each,5549,Medium
MAT-02351,Recloser Control Package — Type 113,Recloser Control Package,Protection,Each,14720,High
MAT-02352,Switchgear Cabinet — Type 113,Switchgear Cabinet,Protection,Each,19556,Critical
MAT-02353,Smart Meter — Type 113,Smart Meter,Metering,Each,138,High
MAT-02354,Communication Gateway — Type 113,Communication Gateway,Communications,Each,1055,Medium
MAT-02355,Grounding Kit — Type 113,Grounding Kit,Accessories,Kit,148,Critical
MAT-02356,Connector Set — Type 113,Connector Set,Accessories,Kit,70,Critical
MAT-02357,Composite Utility Pole — Type 114,Composite Utility Pole,Structures,Each,1856,Medium
MAT-02358,Crossarm Assembly — Type 114,Crossarm Assembly,Structures,Each,350,Medium
MAT-02359,15 kV Cable — Type 114,15 kV Cable,Conductor,Foot,15,Medium
MAT-02360,35 kV Cable — Type 114,35 kV Cable,Conductor,Foot,31,Low
MAT-02361,Pad-Mount Transformer 500 kVA — Type 114,Pad-Mount Transformer 500 kVA,Transformers,Each,22143,Critical
MAT-02362,Pole-Mount Transformer 50 kVA — Type 114,Pole-Mount Transformer 50 kVA,Transformers,Each,7671,Low
MAT-02363,Recloser Control Package — Type 114,Recloser Control Package,Protection,Each,17309,High
MAT-02364,Switchgear Cabinet — Type 114,Switchgear Cabinet,Protection,Each,20002,Medium
MAT-02365,Smart Meter — Type 114,Smart Meter,Metering,Each,163,High
MAT-02366,Communication Gateway — Type 114,Communication Gateway,Communications,Each,828,Low
MAT-02367,Grounding Kit — Type 114,Grounding Kit,Accessories,Kit,120,High
MAT-02368,Connector Set — Type 114,Connector Set,Accessories,Kit,58,Critical
MAT-02369,Composite Utility Pole — Type 115,Composite Utility Pole,Structures,Each,2554,Medium
MAT-02370,Crossarm Assembly — Type 115,Crossarm Assembly,Structures,Each,422,Low
MAT-02371,15 kV Cable — Type 115,15 kV Cable,Conductor,Foot,13,Medium
MAT-02372,35 kV Cable — Type 115,35 kV Cable,Conductor,Foot,34,Medium
MAT-02373,Pad-Mount Transformer 500 kVA — Type 115,Pad-Mount Transformer 500 kVA,Transformers,Each,28048,Critical
MAT-02374,Pole-Mount Transformer 50 kVA — Type 115,Pole-Mount Transformer 50 kVA,Transformers,Each,5791,Medium
MAT-02375,Recloser Control Package — Type 115,Recloser Control Package,Protection,Each,15638,High
MAT-02376,Switchgear Cabinet — Type 115,Switchgear Cabinet,Protection,Each,15642,Medium
MAT-02377,Smart Meter — Type 115,Smart Meter,Metering,Each,137,Medium
MAT-02378,Communication Gateway — Type 115,Communication Gateway,Communications,Each,968,Low
MAT-02379,Grounding Kit — Type 115,Grounding Kit,Accessories,Kit,127,Critical
MAT-02380,Connector Set — Type 115,Connector Set,Accessories,Kit,66,Critical
MAT-02381,Composite Utility Pole — Type 116,Composite Utility Pole,Structures,Each,2390,High
MAT-02382,Crossarm Assembly — Type 116,Crossarm Assembly,Structures,Each,351,Low
MAT-02383,15 kV Cable — Type 116,15 kV Cable,Conductor,Foot,14,Low
MAT-02384,35 kV Cable — Type 116,35 kV Cable,Conductor,Foot,22,Medium
MAT-02385,Pad-Mount Transformer 500 kVA — Type 116,Pad-Mount Transformer 500 kVA,Transformers,Each,26716,Critical
MAT-02386,Pole-Mount Transformer 50 kVA — Type 116,Pole-Mount Transformer 50 kVA,Transformers,Each,5906,Low
MAT-02387,Recloser Control Package — Type 116,Recloser Control Package,Protection,Each,17179,High
MAT-02388,Switchgear Cabinet — Type 116,Switchgear Cabinet,Protection,Each,18293,Medium
MAT-02389,Smart Meter — Type 116,Smart Meter,Metering,Each,148,Critical
MAT-02390,Communication Gateway — Type 116,Communication Gateway,Communications,Each,988,Low
MAT-02391,Grounding Kit — Type 116,Grounding Kit,Accessories,Kit,132,Critical
MAT-02392,Connector Set — Type 116,Connector Set,Accessories,Kit,85,Critical
MAT-02393,Composite Utility Pole — Type 117,Composite Utility Pole,Structures,Each,2149,Medium
MAT-02394,Crossarm Assembly — Type 117,Crossarm Assembly,Structures,Each,453,Medium
MAT-02395,15 kV Cable — Type 117,15 kV Cable,Conductor,Foot,14,Low
MAT-02396,35 kV Cable — Type 117,35 kV Cable,Conductor,Foot,25,Medium
MAT-02397,Pad-Mount Transformer 500 kVA — Type 117,Pad-Mount Transformer 500 kVA,Transformers,Each,28356,Critical
MAT-02398,Pole-Mount Transformer 50 kVA — Type 117,Pole-Mount Transformer 50 kVA,Transformers,Each,6824,Medium
MAT-02399,Recloser Control Package — Type 117,Recloser Control Package,Protection,Each,17335,Critical
MAT-02400,Switchgear Cabinet — Type 117,Switchgear Cabinet,Protection,Each,19006,Critical
