Subproject_ID,Project_ID,Material_ID,Required_Date,Estimated_Qty,Reserved_Qty,Issued_Qty,Forecast_Unit_Cost_$,Forecast_Material_Cost_$,Availability_Status,Lead_Time_Risk,Need_By_Quarter
PRJ-000040-SP04,PRJ-000040,MAT-1006,2027-06-01,63,18,10,6200,390600,Partial,Within Lead Time,Q2 2027
PRJ-000040-SP05,PRJ-000040,MAT-1007,2026-08-01,62,18,6,14500,899000,Partial,At Risk,Q3 2026
PRJ-000040-SP06,PRJ-000040,MAT-1011,2028-02-01,73,40,37,130,9490,Partial,Within Lead Time,Q1 2028
PRJ-000040-SP07,PRJ-000040,MAT-1006,2027-01-01,44,12,11,6200,272800,Partial,Within Lead Time,Q1 2027
PRJ-000040-SP08,PRJ-000040,MAT-1009,2028-09-01,48,25,2,145,6960,Partial,Within Lead Time,Q3 2028
PRJ-000041-SP01,PRJ-000041,MAT-1009,2027-11-01,31,21,1,145,4495,Partial,Within Lead Time,Q4 2027
PRJ-000041-SP02,PRJ-000041,MAT-1008,2028-08-01,52,4,1,19000,988000,Partial,Within Lead Time,Q3 2028
PRJ-000041-SP03,PRJ-000041,MAT-1010,2026-03-01,22,1,0,980,21560,Partial,At Risk,Q1 2026
PRJ-000041-SP04,PRJ-000041,MAT-1001,2028-10-01,45,9,4,2100,94500,Partial,Within Lead Time,Q4 2028
PRJ-000041-SP05,PRJ-000041,MAT-1007,2027-06-01,36,16,6,14500,522000,Partial,Within Lead Time,Q2 2027
PRJ-000042-SP01,PRJ-000042,MAT-1010,2028-05-01,65,18,4,980,63700,Partial,Within Lead Time,Q2 2028
PRJ-000042-SP02,PRJ-000042,MAT-1004,2028-04-01,1595,1076,400,27,43065,Partial,Within Lead Time,Q2 2028
PRJ-000042-SP03,PRJ-000042,MAT-1012,2026-06-01,2,2,1,68,136,Partial,At Risk,Q2 2026
PRJ-000043-SP01,PRJ-000043,MAT-1003,2026-06-01,4936,1475,1433,12,59232,Partial,At Risk,Q2 2026
PRJ-000043-SP02,PRJ-000043,MAT-1003,2028-06-01,8468,6178,1290,12,101616,Partial,Within Lead Time,Q2 2028
PRJ-000043-SP03,PRJ-000043,MAT-1005,2028-08-01,62,59,41,26000,1612000,Partial,Within Lead Time,Q3 2028
PRJ-000043-SP04,PRJ-000043,MAT-1006,2026-12-01,58,49,23,6200,359600,Partial,Within Lead Time,Q4 2026
PRJ-000043-SP05,PRJ-000043,MAT-1009,2027-05-01,71,14,4,145,10295,Partial,Within Lead Time,Q2 2027
PRJ-000043-SP06,PRJ-000043,MAT-1006,2027-07-01,43,2,1,6200,266600,Partial,Within Lead Time,Q3 2027
PRJ-000043-SP07,PRJ-000043,MAT-1002,2028-01-01,40,18,18,420,16800,Partial,Within Lead Time,Q1 2028
PRJ-000044-SP01,PRJ-000044,MAT-1012,2026-04-01,77,55,9,68,5236,Partial,At Risk,Q2 2026
PRJ-000044-SP02,PRJ-000044,MAT-1004,2026-07-01,7485,7140,2076,27,202095,Partial,At Risk,Q3 2026
PRJ-000044-SP03,PRJ-000044,MAT-1012,2028-01-01,55,23,21,68,3740,Partial,Within Lead Time,Q1 2028
PRJ-000045-SP01,PRJ-000045,MAT-1011,2027-07-01,18,4,0,130,2340,Partial,Within Lead Time,Q3 2027
PRJ-000045-SP02,PRJ-000045,MAT-1005,2027-12-01,20,5,1,26000,520000,Partial,Within Lead Time,Q4 2027
PRJ-000045-SP03,PRJ-000045,MAT-1006,2027-08-01,26,9,0,6200,161200,Partial,Within Lead Time,Q3 2027
PRJ-000045-SP04,PRJ-000045,MAT-1001,2027-10-01,33,8,7,2100,69300,Partial,Within Lead Time,Q4 2027
PRJ-000045-SP05,PRJ-000045,MAT-1002,2028-06-01,44,24,5,420,18480,Partial,Within Lead Time,Q2 2028
PRJ-000045-SP06,PRJ-000045,MAT-1002,2027-07-01,15,5,3,420,6300,Partial,Within Lead Time,Q3 2027
PRJ-000045-SP07,PRJ-000045,MAT-1005,2027-12-01,50,22,10,26000,1300000,Partial,Within Lead Time,Q4 2027
PRJ-000045-SP08,PRJ-000045,MAT-1001,2028-11-01,7,1,0,2100,14700,Partial,Within Lead Time,Q4 2028
PRJ-000046-SP01,PRJ-000046,MAT-1006,2026-02-01,39,1,0,6200,241800,Partial,At Risk,Q1 2026
PRJ-000046-SP02,PRJ-000046,MAT-1001,2028-11-01,29,25,24,2100,60900,Partial,Within Lead Time,Q4 2028
PRJ-000046-SP03,PRJ-000046,MAT-1010,2027-08-01,34,13,2,980,33320,Partial,Within Lead Time,Q3 2027
PRJ-000046-SP04,PRJ-000046,MAT-1008,2026-11-01,39,10,9,19000,741000,Partial,At Risk,Q4 2026
PRJ-000046-SP05,PRJ-000046,MAT-1001,2027-07-01,36,31,31,2100,75600,Partial,Within Lead Time,Q3 2027
PRJ-000046-SP06,PRJ-000046,MAT-1008,2028-06-01,57,42,34,19000,1083000,Partial,Within Lead Time,Q2 2028
PRJ-000047-SP01,PRJ-000047,MAT-1006,2028-09-01,59,5,1,6200,365800,Partial,Within Lead Time,Q3 2028
PRJ-000047-SP02,PRJ-000047,MAT-1011,2027-09-01,17,8,1,130,2210,Partial,Within Lead Time,Q3 2027
PRJ-000048-SP01,PRJ-000048,MAT-1004,2027-12-01,2008,1621,129,27,54216,Partial,Within Lead Time,Q4 2027
PRJ-000048-SP02,PRJ-000048,MAT-1003,2027-06-01,7557,3039,1726,12,90684,Partial,Within Lead Time,Q2 2027
PRJ-000049-SP01,PRJ-000049,MAT-1002,2026-10-01,6,0,0,420,2520,Not Reserved,Within Lead Time,Q4 2026
PRJ-000049-SP02,PRJ-000049,MAT-1005,2029-01-01,27,6,6,26000,702000,Partial,Within Lead Time,Q1 2029
PRJ-000049-SP03,PRJ-000049,MAT-1006,2026-05-01,74,14,10,6200,458800,Partial,At Risk,Q2 2026
PRJ-000049-SP04,PRJ-000049,MAT-1011,2026-01-01,32,27,18,130,4160,Partial,At Risk,Q1 2026
PRJ-000049-SP05,PRJ-000049,MAT-1011,2027-06-01,67,29,20,130,8710,Partial,Within Lead Time,Q2 2027
PRJ-000050-SP01,PRJ-000050,MAT-1004,2029-01-01,8012,399,346,27,216324,Partial,Within Lead Time,Q1 2029
PRJ-000050-SP02,PRJ-000050,MAT-1007,2027-12-01,56,25,8,14500,812000,Partial,Within Lead Time,Q4 2027
PRJ-000051-SP01,PRJ-000051,MAT-1002,2026-11-01,26,24,7,420,10920,Partial,Within Lead Time,Q4 2026
PRJ-000051-SP02,PRJ-000051,MAT-1001,2026-06-01,57,51,28,2100,119700,Partial,At Risk,Q2 2026
PRJ-000052-SP01,PRJ-000052,MAT-1001,2028-10-01,29,10,4,2100,60900,Partial,Within Lead Time,Q4 2028
PRJ-000052-SP02,PRJ-000052,MAT-1005,2028-10-01,72,46,45,26000,1872000,Partial,Within Lead Time,Q4 2028
PRJ-000052-SP03,PRJ-000052,MAT-1005,2027-08-01,25,6,1,26000,650000,Partial,Within Lead Time,Q3 2027
PRJ-000052-SP04,PRJ-000052,MAT-1005,2027-05-01,79,32,26,26000,2054000,Partial,Within Lead Time,Q2 2027
PRJ-000052-SP05,PRJ-000052,MAT-1006,2027-10-01,61,9,6,6200,378200,Partial,Within Lead Time,Q4 2027
PRJ-000053-SP01,PRJ-000053,MAT-1005,2028-12-01,45,18,1,26000,1170000,Partial,Within Lead Time,Q4 2028
PRJ-000053-SP02,PRJ-000053,MAT-1011,2028-03-01,24,3,2,130,3120,Partial,Within Lead Time,Q1 2028
PRJ-000053-SP03,PRJ-000053,MAT-1002,2028-02-01,36,18,6,420,15120,Partial,Within Lead Time,Q1 2028
PRJ-000053-SP04,PRJ-000053,MAT-1005,2028-07-01,65,11,3,26000,1690000,Partial,Within Lead Time,Q3 2028
PRJ-000053-SP05,PRJ-000053,MAT-1009,2027-05-01,72,1,0,145,10440,Partial,Within Lead Time,Q2 2027
PRJ-000053-SP06,PRJ-000053,MAT-1011,2026-07-01,16,7,7,130,2080,Partial,At Risk,Q3 2026
PRJ-000053-SP07,PRJ-000053,MAT-1003,2027-08-01,6764,2064,277,12,81168,Partial,Within Lead Time,Q3 2027
PRJ-000053-SP08,PRJ-000053,MAT-1010,2027-06-01,64,58,1,980,62720,Partial,Within Lead Time,Q2 2027
PRJ-000054-SP01,PRJ-000054,MAT-1003,2028-12-01,8590,1958,672,12,103080,Partial,Within Lead Time,Q4 2028
PRJ-000054-SP02,PRJ-000054,MAT-1006,2027-10-01,11,7,2,6200,68200,Partial,Within Lead Time,Q4 2027
PRJ-000054-SP03,PRJ-000054,MAT-1012,2026-04-01,30,28,25,68,2040,Partial,At Risk,Q2 2026
PRJ-000054-SP04,PRJ-000054,MAT-1011,2026-07-01,24,17,16,130,3120,Partial,At Risk,Q3 2026
PRJ-000054-SP05,PRJ-000054,MAT-1001,2028-10-01,39,30,2,2100,81900,Partial,Within Lead Time,Q4 2028
PRJ-000055-SP01,PRJ-000055,MAT-1002,2026-08-01,62,40,22,420,26040,Partial,At Risk,Q3 2026
PRJ-000055-SP02,PRJ-000055,MAT-1006,2028-04-01,22,21,14,6200,136400,Partial,Within Lead Time,Q2 2028
PRJ-000055-SP03,PRJ-000055,MAT-1004,2027-12-01,6082,642,22,27,164214,Partial,Within Lead Time,Q4 2027
PRJ-000055-SP04,PRJ-000055,MAT-1005,2028-02-01,75,55,29,26000,1950000,Partial,Within Lead Time,Q1 2028
PRJ-000055-SP05,PRJ-000055,MAT-1004,2028-03-01,4523,3889,3444,27,122121,Partial,Within Lead Time,Q1 2028
PRJ-000055-SP06,PRJ-000055,MAT-1006,2028-11-01,26,22,13,6200,161200,Partial,Within Lead Time,Q4 2028
PRJ-000055-SP07,PRJ-000055,MAT-1010,2028-12-01,63,25,1,980,61740,Partial,Within Lead Time,Q4 2028
PRJ-000056-SP01,PRJ-000056,MAT-1009,2027-02-01,76,59,5,145,11020,Partial,Within Lead Time,Q1 2027
PRJ-000056-SP02,PRJ-000056,MAT-1002,2027-04-01,45,24,8,420,18900,Partial,Within Lead Time,Q2 2027
PRJ-000056-SP03,PRJ-000056,MAT-1003,2028-12-01,8906,7489,3201,12,106872,Partial,Within Lead Time,Q4 2028
PRJ-000056-SP04,PRJ-000056,MAT-1004,2029-01-01,9652,6150,2224,27,260604,Partial,Within Lead Time,Q1 2029
PRJ-000056-SP05,PRJ-000056,MAT-1002,2026-12-01,66,51,18,420,27720,Partial,Within Lead Time,Q4 2026
PRJ-000056-SP06,PRJ-000056,MAT-1004,2028-03-01,6241,2109,419,27,168507,Partial,Within Lead Time,Q1 2028
PRJ-000056-SP07,PRJ-000056,MAT-1001,2028-12-01,50,23,23,2100,105000,Partial,Within Lead Time,Q4 2028
PRJ-000056-SP08,PRJ-000056,MAT-1006,2027-05-01,36,9,3,6200,223200,Partial,Within Lead Time,Q2 2027
PRJ-000057-SP01,PRJ-000057,MAT-1001,2028-06-01,73,3,1,2100,153300,Partial,Within Lead Time,Q2 2028
PRJ-000057-SP02,PRJ-000057,MAT-1003,2027-11-01,9455,2636,119,12,113460,Partial,Within Lead Time,Q4 2027
PRJ-000057-SP03,PRJ-000057,MAT-1001,2026-09-01,65,57,9,2100,136500,Partial,At Risk,Q3 2026
PRJ-000057-SP04,PRJ-000057,MAT-1005,2028-06-01,55,49,6,26000,1430000,Partial,Within Lead Time,Q2 2028
PRJ-000057-SP05,PRJ-000057,MAT-1003,2027-07-01,4328,1149,95,12,51936,Partial,Within Lead Time,Q3 2027
PRJ-000057-SP06,PRJ-000057,MAT-1009,2028-05-01,3,1,1,145,435,Partial,Within Lead Time,Q2 2028
PRJ-000057-SP07,PRJ-000057,MAT-1005,2028-02-01,74,15,5,26000,1924000,Partial,Within Lead Time,Q1 2028
PRJ-000058-SP01,PRJ-000058,MAT-1006,2029-01-01,71,36,15,6200,440200,Partial,Within Lead Time,Q1 2029
PRJ-000058-SP02,PRJ-000058,MAT-1002,2028-12-01,59,28,17,420,24780,Partial,Within Lead Time,Q4 2028
PRJ-000058-SP03,PRJ-000058,MAT-1012,2028-01-01,66,23,8,68,4488,Partial,Within Lead Time,Q1 2028
PRJ-000058-SP04,PRJ-000058,MAT-1006,2026-07-01,21,4,2,6200,130200,Partial,At Risk,Q3 2026
PRJ-000058-SP05,PRJ-000058,MAT-1010,2028-12-01,17,8,1,980,16660,Partial,Within Lead Time,Q4 2028
PRJ-000058-SP06,PRJ-000058,MAT-1007,2027-03-01,13,11,6,14500,188500,Partial,Within Lead Time,Q1 2027
PRJ-000059-SP01,PRJ-000059,MAT-1010,2027-05-01,58,35,24,980,56840,Partial,Within Lead Time,Q2 2027
PRJ-000059-SP02,PRJ-000059,MAT-1001,2027-08-01,11,1,1,2100,23100,Partial,Within Lead Time,Q3 2027
PRJ-000059-SP03,PRJ-000059,MAT-1009,2028-01-01,7,6,6,145,1015,Partial,Within Lead Time,Q1 2028
PRJ-000059-SP04,PRJ-000059,MAT-1003,2026-01-01,5824,1041,90,12,69888,Partial,At Risk,Q1 2026
PRJ-000059-SP05,PRJ-000059,MAT-1008,2028-10-01,71,4,4,19000,1349000,Partial,Within Lead Time,Q4 2028
PRJ-000060-SP01,PRJ-000060,MAT-1005,2026-09-01,17,8,8,26000,442000,Partial,At Risk,Q3 2026
PRJ-000060-SP02,PRJ-000060,MAT-1009,2026-11-01,13,12,7,145,1885,Partial,Within Lead Time,Q4 2026
PRJ-000060-SP03,PRJ-000060,MAT-1009,2028-07-01,27,13,12,145,3915,Partial,Within Lead Time,Q3 2028
PRJ-000060-SP04,PRJ-000060,MAT-1006,2028-05-01,66,65,54,6200,409200,Partial,Within Lead Time,Q2 2028
PRJ-000060-SP05,PRJ-000060,MAT-1006,2027-02-01,8,3,2,6200,49600,Partial,Within Lead Time,Q1 2027
PRJ-000061-SP01,PRJ-000061,MAT-1010,2026-03-01,75,6,4,980,73500,Partial,At Risk,Q1 2026
PRJ-000061-SP02,PRJ-000061,MAT-1003,2026-11-01,1620,96,83,12,19440,Partial,Within Lead Time,Q4 2026
PRJ-000061-SP03,PRJ-000061,MAT-1007,2027-03-01,64,1,1,14500,928000,Partial,Within Lead Time,Q1 2027
PRJ-000062-SP01,PRJ-000062,MAT-1010,2026-05-01,34,8,2,980,33320,Partial,At Risk,Q2 2026
PRJ-000062-SP02,PRJ-000062,MAT-1007,2026-06-01,40,6,3,14500,580000,Partial,At Risk,Q2 2026
PRJ-000062-SP03,PRJ-000062,MAT-1001,2026-05-01,66,65,23,2100,138600,Partial,At Risk,Q2 2026
PRJ-000062-SP04,PRJ-000062,MAT-1005,2026-08-01,42,1,0,26000,1092000,Partial,At Risk,Q3 2026
PRJ-000062-SP05,PRJ-000062,MAT-1011,2026-04-01,31,26,18,130,4030,Partial,At Risk,Q2 2026
PRJ-000063-SP01,PRJ-000063,MAT-1007,2026-06-01,72,3,2,14500,1044000,Partial,At Risk,Q2 2026
PRJ-000063-SP02,PRJ-000063,MAT-1005,2027-10-01,60,42,15,26000,1560000,Partial,Within Lead Time,Q4 2027
PRJ-000063-SP03,PRJ-000063,MAT-1004,2027-04-01,1845,1390,1137,27,49815,Partial,Within Lead Time,Q2 2027
PRJ-000063-SP04,PRJ-000063,MAT-1011,2027-02-01,4,0,0,130,520,Not Reserved,Within Lead Time,Q1 2027
PRJ-000064-SP01,PRJ-000064,MAT-1006,2027-08-01,17,7,3,6200,105400,Partial,Within Lead Time,Q3 2027
PRJ-000064-SP02,PRJ-000064,MAT-1012,2026-07-01,20,9,9,68,1360,Partial,At Risk,Q3 2026
PRJ-000064-SP03,PRJ-000064,MAT-1002,2027-12-01,36,8,6,420,15120,Partial,Within Lead Time,Q4 2027
PRJ-000065-SP01,PRJ-000065,MAT-1007,2027-12-01,49,8,4,14500,710500,Partial,Within Lead Time,Q4 2027
PRJ-000065-SP02,PRJ-000065,MAT-1001,2026-10-01,54,53,0,2100,113400,Partial,At Risk,Q4 2026
PRJ-000065-SP03,PRJ-000065,MAT-1001,2028-01-01,68,10,9,2100,142800,Partial,Within Lead Time,Q1 2028
PRJ-000065-SP04,PRJ-000065,MAT-1002,2026-04-01,72,19,9,420,30240,Partial,At Risk,Q2 2026
PRJ-000065-SP05,PRJ-000065,MAT-1007,2028-03-01,51,16,1,14500,739500,Partial,Within Lead Time,Q1 2028
PRJ-000065-SP06,PRJ-000065,MAT-1007,2027-07-01,25,6,0,14500,362500,Partial,Within Lead Time,Q3 2027
PRJ-000065-SP07,PRJ-000065,MAT-1006,2028-10-01,35,1,0,6200,217000,Partial,Within Lead Time,Q4 2028
PRJ-000065-SP08,PRJ-000065,MAT-1010,2028-08-01,44,4,1,980,43120,Partial,Within Lead Time,Q3 2028
PRJ-000066-SP01,PRJ-000066,MAT-1008,2026-03-01,8,0,0,19000,152000,Not Reserved,At Risk,Q1 2026
PRJ-000066-SP02,PRJ-000066,MAT-1004,2028-04-01,6105,2911,1368,27,164835,Partial,Within Lead Time,Q2 2028
PRJ-000067-SP01,PRJ-000067,MAT-1005,2026-05-01,36,14,10,26000,936000,Partial,At Risk,Q2 2026
PRJ-000067-SP02,PRJ-000067,MAT-1002,2026-03-01,47,36,5,420,19740,Partial,At Risk,Q1 2026
PRJ-000068-SP01,PRJ-000068,MAT-1002,2028-11-01,14,5,1,420,5880,Partial,Within Lead Time,Q4 2028
PRJ-000068-SP02,PRJ-000068,MAT-1002,2027-03-01,23,17,7,420,9660,Partial,Within Lead Time,Q1 2027
PRJ-000068-SP03,PRJ-000068,MAT-1008,2026-08-01,22,9,1,19000,418000,Partial,At Risk,Q3 2026
PRJ-000069-SP01,PRJ-000069,MAT-1003,2029-01-01,3422,1353,1178,12,41064,Partial,Within Lead Time,Q1 2029
PRJ-000069-SP02,PRJ-000069,MAT-1006,2028-06-01,6,1,0,6200,37200,Partial,Within Lead Time,Q2 2028
PRJ-000069-SP03,PRJ-000069,MAT-1011,2027-08-01,30,8,5,130,3900,Partial,Within Lead Time,Q3 2027
PRJ-000069-SP04,PRJ-000069,MAT-1007,2028-06-01,47,11,7,14500,681500,Partial,Within Lead Time,Q2 2028
PRJ-000069-SP05,PRJ-000069,MAT-1004,2028-02-01,9155,8648,8156,27,247185,Partial,Within Lead Time,Q1 2028
PRJ-000069-SP06,PRJ-000069,MAT-1008,2027-08-01,2,1,1,19000,38000,Partial,Within Lead Time,Q3 2027
PRJ-000069-SP07,PRJ-000069,MAT-1003,2026-09-01,3457,926,752,12,41484,Partial,At Risk,Q3 2026
PRJ-000069-SP08,PRJ-000069,MAT-1003,2028-02-01,5027,3983,2653,12,60324,Partial,Within Lead Time,Q1 2028
PRJ-000070-SP01,PRJ-000070,MAT-1011,2027-06-01,62,62,45,130,8060,Partial,Within Lead Time,Q2 2027
PRJ-000070-SP02,PRJ-000070,MAT-1008,2027-01-01,46,23,6,19000,874000,Partial,At Risk,Q1 2027
PRJ-000070-SP03,PRJ-000070,MAT-1003,2027-06-01,3015,2956,1885,12,36180,Partial,Within Lead Time,Q2 2027
PRJ-000070-SP04,PRJ-000070,MAT-1011,2027-06-01,33,17,7,130,4290,Partial,Within Lead Time,Q2 2027
PRJ-000070-SP05,PRJ-000070,MAT-1010,2027-04-01,51,15,4,980,49980,Partial,Within Lead Time,Q2 2027
PRJ-000070-SP06,PRJ-000070,MAT-1006,2026-11-01,5,3,1,6200,31000,Partial,At Risk,Q4 2026
PRJ-000071-SP01,PRJ-000071,MAT-1007,2027-01-01,63,19,7,14500,913500,Partial,Within Lead Time,Q1 2027
PRJ-000071-SP02,PRJ-000071,MAT-1011,2027-09-01,41,21,10,130,5330,Partial,Within Lead Time,Q3 2027
PRJ-000071-SP03,PRJ-000071,MAT-1005,2028-04-01,65,10,1,26000,1690000,Partial,Within Lead Time,Q2 2028
PRJ-000071-SP04,PRJ-000071,MAT-1005,2027-09-01,52,40,7,26000,1352000,Partial,Within Lead Time,Q3 2027
PRJ-000071-SP05,PRJ-000071,MAT-1008,2026-05-01,76,71,20,19000,1444000,Partial,At Risk,Q2 2026
PRJ-000071-SP06,PRJ-000071,MAT-1004,2027-08-01,7971,6758,2786,27,215217,Partial,Within Lead Time,Q3 2027
PRJ-000071-SP07,PRJ-000071,MAT-1003,2026-09-01,5390,4919,634,12,64680,Partial,At Risk,Q3 2026
PRJ-000071-SP08,PRJ-000071,MAT-1010,2026-01-01,80,2,2,980,78400,Partial,At Risk,Q1 2026
PRJ-000072-SP01,PRJ-000072,MAT-1005,2028-05-01,15,1,0,26000,390000,Partial,Within Lead Time,Q2 2028
PRJ-000072-SP02,PRJ-000072,MAT-1006,2026-04-01,51,32,30,6200,316200,Partial,At Risk,Q2 2026
PRJ-000072-SP03,PRJ-000072,MAT-1007,2026-05-01,32,24,10,14500,464000,Partial,At Risk,Q2 2026
PRJ-000073-SP01,PRJ-000073,MAT-1006,2028-05-01,36,18,7,6200,223200,Partial,Within Lead Time,Q2 2028
PRJ-000073-SP02,PRJ-000073,MAT-1001,2028-03-01,43,16,15,2100,90300,Partial,Within Lead Time,Q1 2028
PRJ-000073-SP03,PRJ-000073,MAT-1007,2027-05-01,34,11,7,14500,493000,Partial,Within Lead Time,Q2 2027
PRJ-000073-SP04,PRJ-000073,MAT-1010,2028-05-01,7,1,1,980,6860,Partial,Within Lead Time,Q2 2028
PRJ-000073-SP05,PRJ-000073,MAT-1010,2026-08-01,50,23,8,980,49000,Partial,At Risk,Q3 2026
PRJ-000073-SP06,PRJ-000073,MAT-1009,2028-05-01,6,4,2,145,870,Partial,Within Lead Time,Q2 2028
PRJ-000073-SP07,PRJ-000073,MAT-1012,2028-03-01,31,4,0,68,2108,Partial,Within Lead Time,Q1 2028
PRJ-000074-SP01,PRJ-000074,MAT-1009,2028-04-01,36,24,8,145,5220,Partial,Within Lead Time,Q2 2028
PRJ-000074-SP02,PRJ-000074,MAT-1008,2026-09-01,4,3,0,19000,76000,Partial,At Risk,Q3 2026
PRJ-000074-SP03,PRJ-000074,MAT-1002,2026-10-01,12,1,0,420,5040,Partial,Within Lead Time,Q4 2026
PRJ-000074-SP04,PRJ-000074,MAT-1011,2026-05-01,76,72,69,130,9880,Partial,At Risk,Q2 2026
PRJ-000075-SP01,PRJ-000075,MAT-1009,2026-09-01,28,21,13,145,4060,Partial,At Risk,Q3 2026
PRJ-000075-SP02,PRJ-000075,MAT-1012,2028-01-01,7,5,3,68,476,Partial,Within Lead Time,Q1 2028
PRJ-000075-SP03,PRJ-000075,MAT-1001,2026-02-01,26,20,13,2100,54600,Partial,At Risk,Q1 2026
PRJ-000075-SP04,PRJ-000075,MAT-1004,2028-02-01,6891,5574,1444,27,186057,Partial,Within Lead Time,Q1 2028
PRJ-000075-SP05,PRJ-000075,MAT-1011,2028-03-01,66,20,15,130,8580,Partial,Within Lead Time,Q1 2028
PRJ-000076-SP01,PRJ-000076,MAT-1003,2028-11-01,2582,386,361,12,30984,Partial,Within Lead Time,Q4 2028
PRJ-000076-SP02,PRJ-000076,MAT-1002,2026-08-01,31,10,1,420,13020,Partial,At Risk,Q3 2026
PRJ-000077-SP01,PRJ-000077,MAT-1002,2026-03-01,13,8,2,420,5460,Partial,At Risk,Q1 2026
PRJ-000077-SP02,PRJ-000077,MAT-1011,2026-09-01,71,13,7,130,9230,Partial,At Risk,Q3 2026
PRJ-000077-SP03,PRJ-000077,MAT-1004,2026-06-01,9796,8772,6804,27,264492,Partial,At Risk,Q2 2026
PRJ-000077-SP04,PRJ-000077,MAT-1010,2028-01-01,2,2,1,980,1960,Partial,Within Lead Time,Q1 2028
PRJ-000077-SP05,PRJ-000077,MAT-1006,2028-08-01,57,5,1,6200,353400,Partial,Within Lead Time,Q3 2028
PRJ-000077-SP06,PRJ-000077,MAT-1006,2026-08-01,45,14,4,6200,279000,Partial,At Risk,Q3 2026
PRJ-000078-SP01,PRJ-000078,MAT-1009,2027-03-01,55,43,12,145,7975,Partial,Within Lead Time,Q1 2027
PRJ-000078-SP02,PRJ-000078,MAT-1001,2026-10-01,49,32,7,2100,102900,Partial,At Risk,Q4 2026
PRJ-000078-SP03,PRJ-000078,MAT-1006,2027-09-01,33,6,2,6200,204600,Partial,Within Lead Time,Q3 2027
PRJ-000078-SP04,PRJ-000078,MAT-1006,2027-06-01,75,43,26,6200,465000,Partial,Within Lead Time,Q2 2027
PRJ-000078-SP05,PRJ-000078,MAT-1006,2026-11-01,76,58,20,6200,471200,Partial,At Risk,Q4 2026
PRJ-000078-SP06,PRJ-000078,MAT-1001,2028-03-01,74,26,19,2100,155400,Partial,Within Lead Time,Q1 2028
PRJ-000078-SP07,PRJ-000078,MAT-1006,2028-03-01,33,27,18,6200,204600,Partial,Within Lead Time,Q1 2028
PRJ-000079-SP01,PRJ-000079,MAT-1003,2026-07-01,9135,3716,3671,12,109620,Partial,At Risk,Q3 2026
PRJ-000079-SP02,PRJ-000079,MAT-1001,2027-02-01,52,21,16,2100,109200,Partial,Within Lead Time,Q1 2027
PRJ-000079-SP03,PRJ-000079,MAT-1011,2026-06-01,15,11,4,130,1950,Partial,At Risk,Q2 2026
PRJ-000079-SP04,PRJ-000079,MAT-1001,2027-05-01,69,55,28,2100,144900,Partial,Within Lead Time,Q2 2027
PRJ-000079-SP05,PRJ-000079,MAT-1012,2028-08-01,53,1,1,68,3604,Partial,Within Lead Time,Q3 2028
PRJ-000079-SP06,PRJ-000079,MAT-1012,2027-07-01,20,1,1,68,1360,Partial,Within Lead Time,Q3 2027
PRJ-000080-SP01,PRJ-000080,MAT-1008,2028-10-01,31,15,14,19000,589000,Partial,Within Lead Time,Q4 2028
PRJ-000080-SP02,PRJ-000080,MAT-1002,2026-12-01,67,15,12,420,28140,Partial,Within Lead Time,Q4 2026
PRJ-000080-SP03,PRJ-000080,MAT-1008,2027-07-01,58,44,38,19000,1102000,Partial,Within Lead Time,Q3 2027
PRJ-000081-SP01,PRJ-000081,MAT-1003,2028-04-01,1113,365,183,12,13356,Partial,Within Lead Time,Q2 2028
PRJ-000081-SP02,PRJ-000081,MAT-1001,2027-05-01,63,2,1,2100,132300,Partial,Within Lead Time,Q2 2027
PRJ-000081-SP03,PRJ-000081,MAT-1006,2027-11-01,16,6,2,6200,99200,Partial,Within Lead Time,Q4 2027
PRJ-000081-SP04,PRJ-000081,MAT-1010,2026-07-01,34,2,0,980,33320,Partial,At Risk,Q3 2026
PRJ-000081-SP05,PRJ-000081,MAT-1009,2027-06-01,9,4,1,145,1305,Partial,Within Lead Time,Q2 2027
PRJ-000082-SP01,PRJ-000082,MAT-1010,2026-10-01,11,5,3,980,10780,Partial,At Risk,Q4 2026
PRJ-000082-SP02,PRJ-000082,MAT-1008,2027-03-01,69,56,33,19000,1311000,Partial,Within Lead Time,Q1 2027
PRJ-000082-SP03,PRJ-000082,MAT-1001,2028-06-01,61,14,4,2100,128100,Partial,Within Lead Time,Q2 2028
PRJ-000083-SP01,PRJ-000083,MAT-1006,2028-02-01,5,4,4,6200,31000,Partial,Within Lead Time,Q1 2028
PRJ-000083-SP02,PRJ-000083,MAT-1009,2028-07-01,49,14,4,145,7105,Partial,Within Lead Time,Q3 2028
PRJ-000083-SP03,PRJ-000083,MAT-1006,2026-09-01,19,14,4,6200,117800,Partial,At Risk,Q3 2026
PRJ-000083-SP04,PRJ-000083,MAT-1008,2026-04-01,71,63,57,19000,1349000,Partial,At Risk,Q2 2026
PRJ-000083-SP05,PRJ-000083,MAT-1011,2026-11-01,57,8,8,130,7410,Partial,Within Lead Time,Q4 2026
PRJ-000083-SP06,PRJ-000083,MAT-1008,2027-11-01,24,23,3,19000,456000,Partial,Within Lead Time,Q4 2027
PRJ-000083-SP07,PRJ-000083,MAT-1001,2027-04-01,35,27,7,2100,73500,Partial,Within Lead Time,Q2 2027
